ingredient_id,ingredient_name,purity,moisture_content,ph_range,specific_gravity_range
ING_STELLAR_CASHEW_PROTEIN,Stellar Cashew Protein,,,,
ING_PLASMA_LOCUST_BEAN_PROTEIN,Plasma Locust Bean Protein,,,,
ING_PULSAR_AGAVE_EXTRACT,Pulsar Agave Extract,,,,
ING_MARTIAN_CHOCOLATE_CONCENTRATE,Martian Chocolate Concentrate,,,,
ING_ASTEROID_BASIL_LECITHIN,Asteroid Basil Lecithin,,,,
aura-hibiscus-gum,Aura Hibiscus Gum,,,,
aura-lavender-lecithin,Aura Lavender Lecithin,,,,
hyper-passionfruit-lecithin,Hyper Passionfruit Lecithin,,,,
vortex-maple-oil,Vortex Maple Oil,,,,
glacial-sunflower-lecithin,Glacial Sunflower Lecithin,,,,
pulsar-cane-powder,Pulsar Cane Powder,,,,
bio-flux-691,Bio-Flux 691,,,,
nebula-passionfruit-lecithin,Nebula Passionfruit Lecithin,,,,
glacial-wheat-concentrate,Glacial Wheat Concentrate,,,,
hyper-acacia-extract,Hyper Acacia Extract,,,,
martian-ginger-gum,Martian Ginger Gum,,,,
solar-monk-fruit-lecithin,Solar Monk Fruit Lecithin,,,,
aura-hibiscus-protein,Aura Hibiscus Protein,,,,
plasma-pistachio-powder,Plasma Pistachio Powder,,,,
plasma-basil-oil,Plasma Basil Oil,,,,
quantum-maple-syrup,Quantum Maple Syrup,,,,
glacial-cane-extract,Glacial Cane Extract,,,,
stellar-xanthan-syrup,Stellar Xanthan Syrup,,,,
Solar Stevia Gum,Solar Stevia Gum,0.0,0.0,Not Specified,Not Specified
Midnight Base 204,Midnight Base 204,0.0,0.0,Not Specified,Not Specified
Nebula Wheat Isolate,Nebula Wheat Isolate,0.0,0.0,Not Specified,Not Specified
Opal Whey Powder,Opal Whey Powder,0.0,0.0,Not Specified,Not Specified
Nebula Stevia Oil,Nebula Stevia Oil,0.0,0.0,Not Specified,Not Specified
Galactic Lychee Lecithin,Galactic Lychee Lecithin,0.0,0.0,Not Specified,Not Specified
Hyper-Synthesizer 501,Hyper-Synthesizer 501,0.0,0.0,Not Specified,Not Specified
Vortex Passionfruit Syrup,Vortex Passionfruit Syrup,0.0,0.0,Not Specified,Not Specified
CYBER-FLUX-829,Cyber-Flux 829,,,,
KRYPTO-STABILIZER-532,Krypto-Stabilizer 532,,,,
VORTEX-XANTHAN-ISOLATE,Vortex Xanthan Isolate,,,,
MARTIAN-CHOCOLATE-CONCENTRATE,Martian Chocolate Concentrate,,,,
KRYPTO-STABILIZER-627,Krypto-Stabilizer 627,,,,
HYPER-VANILLA-OIL,Hyper Vanilla Oil,,,,
CYBER-FLUX-200,Cyber-Flux 200,,,,
COSMIC-LOCUST-BEAN-CONCENTRATE,Cosmic Locust Bean Concentrate,,,,
ING-SOLAR-LOCUST-BEAN-POWDER,Solar Locust Bean Powder,,,,
ING-ZENITH-CHICORY-CONCENTRATE,Zenith Chicory Concentrate,,,,
ING-VOLCANIC-GUAVA-ISOLATE,Volcanic Guava Isolate,,,,
ING-NEBULA-MANGO-CONCENTRATE,Nebula Mango Concentrate,,,,
ING-AURA-LAVENDER-LECITHIN,Aura Lavender Lecithin,,,,
ING-HYPER-AGAVE-OIL,Hyper Agave Oil,,,,
ING-AURA-BASIL-PROTEIN,Aura Basil Protein,,,,
martian_almond_protein,Martian Almond Protein,,,,
aura_acai_gum,Aura Acai Gum,,,,
galactic_acacia_lecithin,Galactic Acacia Lecithin,,,,
stellar_lemon_isolate,Stellar Lemon Isolate,,,,
lunar_guar_concentrate,Lunar Guar Concentrate,,,,
pulsar_cane_powder,Pulsar Cane Powder,,,,
xeno_isolate_x_627,Xeno-Isolate-X 627,,,,
lunar_chocolate_oil,Lunar Chocolate Oil,,,,
plasma_basil_oil,Plasma Basil Oil,,,,
quantum_maple_syrup,Quantum Maple Syrup,,,,
hyper_acacia_extract,Hyper Acacia Extract,,,,
volcanic-peanut-protein,Volcanic Peanut Protein,,,,
galactic-soy-isolate,Galactic Soy Isolate,,,,
cyber-basil-lecithin,Cyber Basil Lecithin,,,,
galactic-lavender-oil,Galactic Lavender Oil,,,,
krypto-stabilizer-660,Krypto-Stabilizer 660,,,,
lunar-sunflower-concentrate,Lunar Sunflower Concentrate,,,,
lunar-locust-bean-gum,Lunar Locust Bean Gum,,,,
volcanic-guava-isolate,Volcanic Guava Isolate,,,,
vortex-acacia-lecithin,Vortex Acacia Lecithin,,,,
solar-monk-fruit-lecithin,Solar Monk Fruit Lecithin,,,,
aura-hibiscus-protein,Aura Hibiscus Protein,,,,
volcanic-acacia-extract,Volcanic Acacia Extract,,,,
opal-beet-concentrate,Opal Beet Concentrate,,,,
solar-maple-isolate,Solar Maple Isolate,,,,
cyber-flux-197,Cyber-Flux 197,,,,
hyper-synthesizer-914,Hyper-Synthesizer 914,,,,
volcanic-xanthan-extract,Volcanic Xanthan Extract,,,,
stellar-xanthan-syrup,Stellar Xanthan Syrup,,,,
Aura Hibiscus Protein,Aura Hibiscus Protein,,,,
Aura Stevia Lecithin,Aura Stevia Lecithin,,,,
Zenith Dragonfruit Powder,Zenith Dragonfruit Powder,,,,
Zenith Agave Extract,Zenith Agave Extract,,,,
Cosmic Xanthan Lecithin,Cosmic Xanthan Lecithin,,,,
Nebula Passionfruit Syrup,Nebula Passionfruit Syrup,,,,
Aura Locust Bean Lecithin,Aura Locust Bean Lecithin,,,,
Lunar Sunflower Concentrate,Lunar Sunflower Concentrate,,,,
Nebula-Almond-Extract,Nebula Almond Extract,,,,
Pulsar-Wheat-Isolate,Pulsar Wheat Isolate,,,,
Pulsar-Vanilla-Powder,Pulsar Vanilla Powder,,,,
Neuro-Matrix-131,Neuro-Matrix 131,,,,
Quantum-Vanilla-Concentrate,Quantum Vanilla Concentrate,,,,
Galactic-Lavender-Oil,Galactic Lavender Oil,,,,
Hyper-Passionfruit-Lecithin,Hyper Passionfruit Lecithin,,,,
plasma-monk-fruit-isolate,Plasma Monk Fruit Isolate,,,,
pulsar-guar-oil,Pulsar Guar Oil,,,,
nebula-mango-concentrate,Nebula Mango Concentrate,,,,
krypto-stabilizer-627,Krypto-Stabilizer 627,,,,
cosmic-dragonfruit-gum,Cosmic Dragonfruit Gum,,,,
cyber-flux-200,Cyber-Flux 200,,,,
cosmic-xanthan-lecithin,Cosmic Xanthan Lecithin,,,,
zenith-sunflower-powder,Zenith Sunflower Powder,,,,
zenith-agave-extract,Zenith Agave Extract,,,,
galactic-guar-syrup,Galactic Guar Syrup,,,,
Cyber-Flux 479,Cyber-Flux 479,,,,
Nebula Almond Extract,Nebula Almond Extract,,,,
Aura Whey Extract,Aura Whey Extract,,,,
Asteroid Chocolate Isolate,Asteroid Chocolate Isolate,,,,
Hyper Acacia Extract,Hyper Acacia Extract,,,,
Glacial Cane Extract,Glacial Cane Extract,,,,
Aura Lavender Lecithin,Aura Lavender Lecithin,,,,
Cyber Acai Gum,Cyber Acai Gum,,,,
Plasma Cinnamon Concentrate,Plasma Cinnamon Concentrate,,,,
Glacial Caramel Concentrate,Glacial Caramel Concentrate,,,,
Pulsar Vanilla Powder,Pulsar Vanilla Powder,,,,
martian-pomegranate-oil,Martian Pomegranate Oil,,,,
neuro-matrix-578,Neuro-Matrix 578,,,,
cosmic-caramel-lecithin,Cosmic Caramel Lecithin,,,,
volcanic-acacia-extract,Volcanic Acacia Extract,,,,
glacial-ginger-lecithin,Glacial Ginger Lecithin,,,,
asteroid-maple-gum,Asteroid Maple Gum,,,,
cyber-acai-powder,Cyber Acai Powder,,,,
aura-maple-syrup,Aura Maple Syrup,,,,
cosmic-acacia-gum,Cosmic Acacia Gum,,,,
martian-basil-concentrate,Martian Basil Concentrate,,,,
hyper-chocolate-extract,Hyper Chocolate Extract,,,,
LUNAR_GUAR_CONCENTRATE,Lunar Guar Concentrate,,,,
AURA_LAVENDER_LECITHIN,Aura Lavender Lecithin,,,,
MARTIAN_CHOCOLATE_CONCENTRATE,Martian Chocolate Concentrate,,,,
VOLCANIC_ACACIA_EXTRACT,Volcanic Acacia Extract,,,,
NEURO_MATRIX_914,Neuro-Matrix 914,,,,
NEBULA_PASSIONFRUIT_SYRUP,Nebula Passionfruit Syrup,,,,
KRYPTO_STABILIZER_532,Krypto-Stabilizer 532,,,,
PLASMA_BASIL_OIL,Plasma Basil Oil,,,,
PULSAR_BASIL_ISOLATE,Pulsar Basil Isolate,,,,
PLASMA_ACACIA_GUM,Plasma Acacia Gum,,,,
VORTEX-MAPLE-OIL,Vortex Maple Oil,,,,
NEBULA-CINNAMON-ISOLATE,Nebula Cinnamon Isolate,,,,
XENO-ISOLATE-X-627,Xeno-Isolate-X 627,,,,
CYBER-CHOCOLATE-SYRUP,Cyber Chocolate Syrup,,,,
LUNAR-CHOCOLATE-OIL,Lunar Chocolate Oil,,,,
PLASMA-LYCHEE-LECITHIN,Plasma Lychee Lecithin,,,,
CYBER-FLUX-197,Cyber-Flux 197,,,,
ZENITH-DRAGONFRUIT-POWDER,Zenith Dragonfruit Powder,,,,
CYBER-GUAVA-POWDER,Cyber Guava Powder,,,,
VOLCANIC-XANTHAN-EXTRACT,Volcanic Xanthan Extract,,,,
Volcanic Barley Extract,Volcanic Barley Extract,,,,
Aura Cinnamon Extract,Aura Cinnamon Extract,,,,
Vortex Hibiscus Extract,Vortex Hibiscus Extract,,,,
Aura Hibiscus Gum,Aura Hibiscus Gum,,,,
Krypto-Stabilizer 352,Krypto-Stabilizer 352,,,,
Asteroid Stevia Protein,Asteroid Stevia Protein,,,,
Martian Pomegranate Oil,Martian Pomegranate Oil,,,,
Hyper Vanilla Oil,Hyper Vanilla Oil,,,,
plasma-lychee-lecithin,Plasma Lychee Lecithin,,,,
cosmic-cinnamon-oil,Cosmic Cinnamon Oil,,,,
stellar-xanthan-syrup,Stellar Xanthan Syrup,,,,
vortex-xanthan-isolate,Vortex Xanthan Isolate,,,,
hyper-synthesizer-501,Hyper-Synthesizer 501,,,,
volcanic-xanthan-extract,Volcanic Xanthan Extract,,,,
quantum-acai-lecithin,Quantum Acai Lecithin,,,,
plasma-cane-powder,Plasma Cane Powder,,,,
martian-chocolate-concentrate,Martian Chocolate Concentrate,,,,
comet-acai-syrup,Comet Acai Syrup,,,,
solar-stevia-gum,Solar Stevia Gum,,,,
LUNAR_CHOCOLATE_OIL,Lunar Chocolate Oil,,,,
NEBULA_SUNFLOWER_SYRUP,Nebula Sunflower Syrup,,,,
NEURO_MATRIX_806,Neuro-Matrix 806,,,,
MARTIAN_POMEGRANATE_OIL,Martian Pomegranate Oil,,,,
SOLAR_STEVIA_GUM,Solar Stevia Gum,,,,
CYBER_ACAI_POWDER,Cyber Acai Powder,,,,
VORTEX_XANTHAN_ISOLATE,Vortex Xanthan Isolate,,,,
ZENITH_GUAVA_EXTRACT,Zenith Guava Extract,,,,
Volcanic-Acacia-Extract,Volcanic Acacia Extract,,,,
Pulsar-Cinnamon-Protein,Pulsar Cinnamon Protein,,,,
Cyber-Flux-581,Cyber-Flux 581,,,,
Plasma-Cane-Powder,Plasma Cane Powder,,,,
Glacial-Sunflower-Lecithin,Glacial Sunflower Lecithin,,,,
Nebula-Passionfruit-Syrup,Nebula Passionfruit Syrup,,,,
Quantum-Vanilla-Concentrate,Quantum Vanilla Concentrate,,,,
Hyper-Chocolate-Concentrate,Hyper Chocolate Concentrate,,,,
Hyper-Synthesizer-782,Hyper-Synthesizer 782,,,,
Asteroid-Vanilla-Gum,Asteroid Vanilla Gum,,,,
Cyber-Soy-Protein,Cyber Soy Protein,,,,
Vortex-Oat-Gum,Vortex Oat Gum,,,,
Solar-Stevia-Gum,Solar Stevia Gum,,,,
Lunar-Lemon-Protein,Lunar Lemon Protein,,,,
Neuro-Matrix-703,Neuro-Matrix 703,,,,
Pulsar-Cinnamon-Protein,Pulsar Cinnamon Protein,,,,
Neuro-Matrix-994,Neuro-Matrix 994,,,,
Asteroid-Cinnamon-Syrup,Asteroid Cinnamon Syrup,,,,
Glacial-Ginger-Lecithin,Glacial Ginger Lecithin,,,,
Volcanic-Xanthan-Syrup,Volcanic Xanthan Syrup,,,,
cosmic-cinnamon-oil,Cosmic Cinnamon Oil,,,,
martian-peanut-lecithin,Martian Peanut Lecithin,,,,
plasma-locust-bean-protein,Plasma Locust Bean Protein,,,,
pulsar-cane-powder,Pulsar Cane Powder,,,,
asteroid-stevia-protein,Asteroid Stevia Protein,,,,
cyber-lychee-oil,Cyber Lychee Oil,,,,
zenith-agave-extract,Zenith Agave Extract,,,,
Solar Monk Fruit Lecithin,Solar Monk Fruit Lecithin,,,,
Hyper Agave Oil,Hyper Agave Oil,,,,
Hyper-Synthesizer 679,Hyper-Synthesizer 679,,,,
Lunar Monk Fruit Lecithin,Lunar Monk Fruit Lecithin,,,,
Neuro-Matrix 806,Neuro-Matrix 806,,,,
Neuro-Matrix 131,Neuro-Matrix 131,,,,
Xeno-Isolate-X 627,Xeno-Isolate-X 627,,,,
VORTEX-ACACIA-CONCENTRATE,Vortex Acacia Concentrate,,,,
GLACIAL-GINGER-LECITHIN,Glacial Ginger Lecithin,,,,
AURA-MAPLE-SYRUP,Aura Maple Syrup,,,,
OPAL-BEET-CONCENTRATE,Opal Beet Concentrate,,,,
GALACTIC-ACACIA-LECITHIN,Galactic Acacia Lecithin,,,,
KRYPTO-STABILIZER-532,Krypto-Stabilizer 532,,,,
AURA-HIBISCUS-GUM,Aura Hibiscus Gum,,,,
CYBER-FLUX-855,Cyber-Flux 855,,,,
ASTEROID-HIBISCUS-GUM,Asteroid Hibiscus Gum,,,,
SOLAR-CANE-PROTEIN,Solar Cane Protein,,,,
martian_egg_isolate,Martian Egg Isolate,,,,
glacial_almond_powder,Glacial Almond Powder,,,,
volcanic_soy_isolate,Volcanic Soy Isolate,,,,
cyber_flux_581,Cyber-Flux 581,,,,
hyper_synthesizer_679,Hyper-Synthesizer 679,,,,
vortex_maple_oil,Vortex Maple Oil,,,,
asteroid_basil_lecithin,Asteroid Basil Lecithin,,,,
pulsar_cinnamon_protein,Pulsar Cinnamon Protein,,,,
asteroid_vanilla_gum,Asteroid Vanilla Gum,,,,
Aura Caramel Extract,Aura Caramel Extract,,,,
Cosmic Caramel Lecithin,Cosmic Caramel Lecithin,,,,
Aura Lavender Lecithin,Aura Lavender Lecithin,,,,
Cyber Guava Powder,Cyber Guava Powder,,,,
Cyber-Flux 197,Cyber-Flux 197,,,,
Solar Maple Isolate,Solar Maple Isolate,,,,
Solar Chicory Gum,Solar Chicory Gum,,,,
Aura Maple Syrup,Aura Maple Syrup,,,,
Asteroid Chocolate Isolate,Asteroid Chocolate Isolate,,,,
opal_pistachio_powder,Opal Pistachio Powder,,,,
pulsar_cane_powder,Pulsar Cane Powder,,,,
cyber_acai_powder,Cyber Acai Powder,,,,
opal_caramel_extract,Opal Caramel Extract,,,,
lunar_guar_concentrate,Lunar Guar Concentrate,,,,
asteroid_stevia_protein,Asteroid Stevia Protein,,,,
aura_oat_lecithin,Aura Oat Lecithin,,,,
plasma_basil_oil,Plasma Basil Oil,,,,
opal_beet_concentrate,Opal Beet Concentrate,,,,
cyber_chocolate_syrup,Cyber Chocolate Syrup,,,,
solar_locust_bean_powder,Solar Locust Bean Powder,,,,
lunar-monk-fruit-lecithin,Lunar Monk Fruit Lecithin,,0.0,,
plasma-monk-fruit-isolate,Plasma Monk Fruit Isolate,,0.0,,
comet-acai-syrup,Comet Acai Syrup,,0.0,,
krypto-stabilizer-532,Krypto-Stabilizer 532,,0.0,,
hyper-chocolate-extract,Hyper Chocolate Extract,,0.0,,
hyper-vanilla-oil,Hyper Vanilla Oil,,0.0,,
nebula-passionfruit-lecithin,Nebula Passionfruit Lecithin,,0.0,,
pulsar-guar-oil,Pulsar Guar Oil,,0.0,,
stellar-lavender-extract,Stellar Lavender Extract,,0.0,,
zenith-sunflower-powder,Zenith Sunflower Powder,,,,
neuro-matrix-914,Neuro-Matrix 914,,,,
plasma-acacia-gum,Plasma Acacia Gum,,,,
aura-hibiscus-gum,Aura Hibiscus Gum,,,,
cyber-guava-powder,Cyber Guava Powder,,,,
hyper-passionfruit-lecithin,Hyper Passionfruit Lecithin,,,,
xeno-isolate-x-866,Xeno-Isolate-X 866,,,,
cosmic-ginger-powder,Cosmic Ginger Powder,,,,
Cosmic Peanut Gum,Cosmic Peanut Gum,,,,
Aura Whey Extract,Aura Whey Extract,,,,
Martian Stevia Gum,Martian Stevia Gum,,,,
Pulsar Agave Extract,Pulsar Agave Extract,,,,
Plasma Basil Oil,Plasma Basil Oil,,,,
Glacial Cane Extract,Glacial Cane Extract,,,,
Vortex Oat Gum,Vortex Oat Gum,,,,
Cyber-Flux 479,Cyber-Flux 479,,,,
Nebula Mango Concentrate,Nebula Mango Concentrate,,,,
Galactic Lavender Oil,Galactic Lavender Oil,,,,
Nebula Cinnamon Isolate,Nebula Cinnamon Isolate,,,,
Hyper-Synthesizer 782,Hyper-Synthesizer 782,,,,
Vortex Sunflower Protein,Vortex Sunflower Protein,,,,
Hyper Acacia Extract,Hyper Acacia Extract,,,,
Lunar Sunflower Concentrate,Lunar Sunflower Concentrate,,,,
Krypto-Stabilizer 660,Krypto-Stabilizer 660,,,,
Opal Beet Concentrate,Opal Beet Concentrate,,,,
Nebula Sunflower Syrup,Nebula Sunflower Syrup,,,,
Asteroid Vanilla Gum,Asteroid Vanilla Gum,,,,
Zenith Guava Extract,Zenith Guava Extract,,,,
Vortex Xanthan Isolate,Vortex Xanthan Isolate,,,,
STELLAR-PEANUT-CONCENTRATE,Stellar Peanut Concentrate,,,,
GALACTIC-LEMON-SYRUP,Galactic Lemon Syrup,,,,
SOLAR-CHOCOLATE-POWDER,Solar Chocolate Powder,,,,
HYPER-CHOCOLATE-CONCENTRATE,Hyper Chocolate Concentrate,,,,
NEURO-MATRIX-806,Neuro-Matrix 806,,,,
AURA-BASIL-PROTEIN,Aura Basil Protein,,,,
VORTEX-PISTACHIO-CONCENTRATE,Vortex Pistachio Concentrate,,,,
PLASMA-ISOLATE-X-590,Plasma-Isolate-X 590,,,,
OPAL-CARAMEL-EXTRACT,Opal Caramel Extract,,,,
AURA-STEVIA-LECITHIN,Aura Stevia Lecithin,,,,
HYPER-ACACIA-EXTRACT,Hyper Acacia Extract,,,,
Cyber Lychee Oil,Cyber Lychee Oil,,,,
Asteroid Chocolate Isolate,Asteroid Chocolate Isolate,,,,
Aura Basil Protein,Aura Basil Protein,,,,
Solar Stevia Gum,Solar Stevia Gum,,,,
Plasma Locust Bean Protein,Plasma Locust Bean Protein,,,,
Asteroid Basil Concentrate,Asteroid Basil Concentrate,,,,
Cosmic Dragonfruit Gum,Cosmic Dragonfruit Gum,,,,
Xeno-Isolate-X 866,Xeno-Isolate-X 866,,,,
cyber-guava-powder,Cyber Guava Powder,,,,
pulsar-almond-powder,Pulsar Almond Powder,,,,
midnight-base-204,Midnight Base 204,,,,
pulsar-wheat-isolate,Pulsar Wheat Isolate,,,,
asteroid-vanilla-gum,Asteroid Vanilla Gum,,,,
cosmic-ginger-powder,Cosmic Ginger Powder,,,,
zenith-dragonfruit-powder,Zenith Dragonfruit Powder,,,,
bio-flux-691,Bio-Flux 691,,,,
pulsar-maple-oil,Pulsar Maple Oil,,,,
Aura Cinnamon Extract,Aura Cinnamon Extract,,,,
Cosmic Acacia Gum,Cosmic Acacia Gum,,,,
Pulsar Maple Oil,Pulsar Maple Oil,,,,
Krypto-Stabilizer 532,Krypto-Stabilizer 532,,,,
Zenith Sunflower Powder,Zenith Sunflower Powder,,,,
Krypto-Stabilizer 352,Krypto-Stabilizer 352,,,,
Neuro-Matrix 578,Neuro-Matrix 578,,,,
Aura Acai Gum,Aura Acai Gum,,,,
Neuro-Matrix 914,Neuro-Matrix 914,,,,
lunar_beet_powder,Lunar Beet Powder,,,,
nebula_wheat_isolate,Nebula Wheat Isolate,,,,
aura_acai_gum,Aura Acai Gum,,,,
martian_chocolate_concentrate,Martian Chocolate Concentrate,,,,
krypto_stabilizer_627,Krypto-Stabilizer 627,,,,
cosmic_ginger_powder,Cosmic Ginger Powder,,,,
plasma_lychee_lecithin,Plasma Lychee Lecithin,,,,
glacial-cane-oil,Glacial Cane Oil,,,,
aura-cinnamon-extract,Aura Cinnamon Extract,,,,
cyber-basil-lecithin,Cyber Basil Lecithin,,,,
plasma-cinnamon-concentrate,Plasma Cinnamon Concentrate,,,,
krypto-stabilizer-532,Krypto-Stabilizer 532,,,,
solar-locust-bean-powder,Solar Locust Bean Powder,,,,
aura-hibiscus-protein,Aura Hibiscus Protein,,,,
plasma-lychee-lecithin,Plasma Lychee Lecithin,,,,
zenith-agave-extract,Zenith Agave Extract,,,,
LUNAR_SUNFLOWER_CONCENTRATE,Lunar Sunflower Concentrate,,,,
MARTIAN_BARLEY_POWDER,Martian Barley Powder,,,,
GALACTIC_LAVENDER_OIL,Galactic Lavender Oil,,,,
NEURO_MATRIX_914,Neuro-Matrix 914,,,,
VORTEX_SOY_ISOLATE,Vortex Soy Isolate,,,,
VOLCANIC_XANTHAN_SYRUP,Volcanic Xanthan Syrup,,,,
ASTEROID_HIBISCUS_GUM,Asteroid Hibiscus Gum,,,,
STELLAR_LEMON_ISOLATE,Stellar Lemon Isolate,,,,
Asteroid Vanilla Gum,Asteroid Vanilla Gum,,,,
Martian Ginger Gum,Martian Ginger Gum,,,,
Glacial Cane Extract,Glacial Cane Extract,,,,
Asteroid Hibiscus Gum,Asteroid Hibiscus Gum,,,,
Cyber-Flux 200,Cyber-Flux 200,,,,
Hyper-Synthesizer 914,Hyper-Synthesizer 914,,,,
Zenith Guava Extract,Zenith Guava Extract,,,,
quantum-maple-syrup,Quantum Maple Syrup,,,,
opal-agave-isolate,Opal Agave Isolate,,,,
neuro-matrix-703,Neuro-Matrix 703,,,,
cosmic-xanthan-lecithin,Cosmic Xanthan Lecithin,,,,
stellar-lemon-isolate,Stellar Lemon Isolate,,,,
hyper-synthesizer-679,Hyper-Synthesizer 679,,,,
stellar-cinnamon-oil,Stellar Cinnamon Oil,,,,
quantum-pomegranate-powder,Quantum Pomegranate Powder,,,,
glacial-locust-bean-gum,Glacial Locust Bean Gum,,,,
cosmic-caramel-lecithin,Cosmic Caramel Lecithin,,,,
martian-stevia-gum,Martian Stevia Gum,,,,
Plasma Acacia Gum,Plasma Acacia Gum,,,,
Nebula Cinnamon Isolate,Nebula Cinnamon Isolate,,,,
Pulsar Basil Isolate,Pulsar Basil Isolate,,,,
Quantum Pomegranate Powder,Quantum Pomegranate Powder,,,,
Neuro-Matrix 131,Neuro-Matrix 131,,,,
Hyper-Synthesizer 782,Hyper-Synthesizer 782,,,,
Pulsar Cinnamon Protein,Pulsar Cinnamon Protein,,,,
Opal Caramel Extract,Opal Caramel Extract,,,,
Bio-Flux 691,Bio-Flux 691,,,,
Hyper Acacia Extract,Hyper Acacia Extract,,,,
Cosmic Ginger Powder,Cosmic Ginger Powder,,,,
aura-stevia-lecithin,Aura Stevia Lecithin,,0.0,,
Cyber-Flux 200,Cyber-Flux 200,,,,
Krypto-Stabilizer 532,Krypto-Stabilizer 532,,,,
Krypto-Stabilizer 660,Krypto-Stabilizer 660,,,,
Hyper-Synthesizer 501,Hyper-Synthesizer 501,,,,
Xeno-Isolate-X 866,Xeno-Isolate-X 866,,,,
Aura Basil Protein,Aura Basil Protein,,,,
Krypto-Stabilizer 407,Krypto-Stabilizer 407,,,,
Aura Acai Gum,Aura Acai Gum,,,,
Plasma Cinnamon Concentrate,Plasma Cinnamon Concentrate,,,,
Solar Cane Protein,Solar Cane Protein,,,,
Neuro-Matrix 578,Neuro-Matrix 578,,,,
zenith_guava_extract,Zenith Guava Extract,,,,
cosmic_whey_extract,Cosmic Whey Extract,,,,
cosmic_caramel_lecithin,Cosmic Caramel Lecithin,,,,
martian_basil_concentrate,Martian Basil Concentrate,,,,
asteroid_basil_concentrate,Asteroid Basil Concentrate,,,,
opal_agave_isolate,Opal Agave Isolate,,,,
xeno_isolate_x_627,Xeno-Isolate-X 627,,,,
zenith_agave_extract,Zenith Agave Extract,,,,
nebula_cinnamon_isolate,Nebula Cinnamon Isolate,,,,
Hyper Passionfruit Lecithin,Hyper Passionfruit Lecithin,,,,
Cyber-Flux 855,Cyber-Flux 855,,,,
Plasma Acacia Gum,Plasma Acacia Gum,,,,
Cosmic Dragonfruit Gum,Cosmic Dragonfruit Gum,,,,
Zenith Guava Extract,Zenith Guava Extract,,,,
Aura Stevia Lecithin,Aura Stevia Lecithin,,,,
Volcanic Guava Isolate,Volcanic Guava Isolate,,,,
Plasma Cane Powder,Plasma Cane Powder,,,,
Lunar Sunflower Concentrate,Lunar Sunflower Concentrate,,,,
Galactic Acacia Lecithin,Galactic Acacia Lecithin,,,,
Krypto-Stabilizer 532,Krypto-Stabilizer 532,,,,
Aura Stevia Lecithin,Aura Stevia Lecithin,,,,
Cyber Acai Powder,Cyber Acai Powder,,,,
Lunar Guar Concentrate,Lunar Guar Concentrate,,,,
Asteroid Cinnamon Syrup,Asteroid Cinnamon Syrup,,,,
stellar-xanthan-syrup,Stellar Xanthan Syrup,,,,
nebula-stevia-oil,Nebula Stevia Oil,,,,
cyber-flux-197,Cyber-Flux 197,,,,
neuro-matrix-703,Neuro-Matrix 703,,,,
plasma-acacia-gum,Plasma Acacia Gum,,,,
cyber-chocolate-syrup,Cyber Chocolate Syrup,,,,
cyber-acai-powder,Cyber Acai Powder,,,,
stellar-lavender-extract,Stellar Lavender Extract,,,,
Cyber-Flux 581,Cyber-Flux 581,,,,
Cosmic Cinnamon Oil,Cosmic Cinnamon Oil,,,,
Asteroid Cinnamon Syrup,Asteroid Cinnamon Syrup,,,,
Lunar Beet Powder,Lunar Beet Powder,,,,
Martian Stevia Gum,Martian Stevia Gum,,,,
Neuro-Matrix 703,Neuro-Matrix 703,,,,
Zenith Agave Extract,Zenith Agave Extract,,,,
asteroid_chocolate_isolate,Asteroid Chocolate Isolate,,,,
aura_acai_gum,Aura Acai Gum,,,,
plasma_basil_oil,Plasma Basil Oil,,,,
aura_lavender_lecithin,Aura Lavender Lecithin,,,,
hyper_chicory_isolate,Hyper Chicory Isolate,,,,
nebula_passionfruit_syrup,Nebula Passionfruit Syrup,,,,
glacial_cane_oil,Glacial Cane Oil,,,,
volcanic_xanthan_syrup,Volcanic Xanthan Syrup,,,,
martian-stevia-gum,Martian Stevia Gum,,,,
lunar-beet-powder,Lunar Beet Powder,,,,
asteroid-hibiscus-gum,Asteroid Hibiscus Gum,,,,
aura-stevia-lecithin,Aura Stevia Lecithin,,,,
zenith-dragonfruit-powder,Zenith Dragonfruit Powder,,,,
stellar-lavender-extract,Stellar Lavender Extract,,,,
vortex-passionfruit-syrup,Vortex Passionfruit Syrup,,,,
hyper-chocolate-concentrate,Hyper Chocolate Concentrate,,,,
pulsar-basil-isolate,Pulsar Basil Isolate,,,,
solar-locust-bean-powder,Solar Locust Bean Powder,,,,
opal-maple-gum,Opal Maple Gum,,,,
quantum-pomegranate-powder,Quantum Pomegranate Powder,,,,
hyper-chocolate-concentrate,Hyper Chocolate Concentrate,,,,
comet-acai-syrup,Comet Acai Syrup,,,,
solar-monk-fruit-lecithin,Solar Monk Fruit Lecithin,,,,
vortex-sunflower-protein,Vortex Sunflower Protein,,,,
volcanic-xanthan-syrup,Volcanic Xanthan Syrup,,,,
neuro-matrix-703,Neuro-Matrix 703,,,,
Galactic Lavender Oil,Galactic Lavender Oil,0.0,0.0,N/A,N/A
Aura Lychee Gum,Aura Lychee Gum,0.0,0.0,N/A,N/A
Krypto-Stabilizer 627,Krypto-Stabilizer 627,0.0,0.0,N/A,N/A
Pulsar Maple Oil,Pulsar Maple Oil,0.0,0.0,N/A,N/A
